location,Latitude,SunInclination,Altitude
5367,52.38293620822125,-4,10
5368,48.75521986014065,-4,10
5369,51.92783182292389,-4,10
5370,52.1214501374508,-4,10
5371,51.87293397231989,-4,10
5372,50.97373744915593,-4,10
5373,49.04498465995939,-4,10
5374,51.1872602844264,-4,10
5375,48.71764294531073,-4,10
5376,54.79845023728198,-4,10
5377,52.33817911261711,-4,10
5378,53.47552107319216,-4,10
5379,49.428391082343886,-4,10
5381,50.74539468198648,-4,10
5382,54.26018332831615,-4,10
5383,50.93583198595479,-4,10
5385,54.1087349628522,-4,10
5386,50.14824716663026,-4,10
5387,51.726722367226685,-4,10
5388,48.98032306415561,-4,10
5389,52.797754288104855,-4,10
5390,50.89826185207112,-4,10
5391,50.19295438978872,-4,10
5392,51.362777740663184,-4,10
5393,48.035481453945046,-4,10
5394,50.84558306074851,-4,10
5395,53.32083841230415,-4,10
5396,53.7001534664989,-4,10
5397,53.609907590739866,-4,10
5398,54.79828527912726,-4,10
5399,54.57844817056156,-4,10
5400,49.20237329835505,-4,10
5401,47.85856497907907,-4,10
5402,53.45310684425687,-4,10
5403,47.76496086176809,-4,10
5404,52.01352847951889,-4,10
5405,49.76193648964903,-4,10
5406,53.88683486710685,-4,10
5407,51.830394569250814,-4,10
5408,51.31318559617464,-4,10
5409,52.648855120915655,-4,10
5410,47.962202715542496,-4,10
5411,50.979176644830034,-4,10
5412,49.65262415784127,-4,10
5413,48.16623923997414,-4,10
5414,53.47467094765436,-4,10
5415,49.98099537746764,-4,10
5416,52.11921444384777,-4,10
5417,52.79543696575696,-4,10
5418,51.32306353612682,-4,10
5419,53.95912331132251,-4,10
5420,51.21833563677946,-4,10
5421,53.63873376280037,-4,10
5422,53.14025077474016,-4,10
5423,49.45536514325053,-4,10
5424,51.233785146996766,-4,10
5425,49.93017195109355,-4,10
5426,52.22228391853163,-4,10
5427,50.26040476337037,-4,10
5428,48.24050730443604,-4,10
5429,52.11880735061734,-4,10
5430,52.03244423146474,-4,10
5431,48.462018315099314,-4,10
5432,53.53452118123795,-4,10
5433,51.777498858155454,-4,10
5434,51.97989364145384,-4,10
5435,53.24770592050145,-4,10
5436,49.63799247697708,-4,10
5437,54.61901578461137,-4,10
5438,54.65268541605311,-4,10
5439,49.946093845266766,-4,10
5440,50.180771384561325,-4,10
5441,54.28477979500807,-4,10
5442,51.07465504142214,-4,10
5443,54.31107690488473,-4,10
5444,48.26346188380523,-4,10
5445,49.71050932308843,-4,10
5446,52.2538431227288,-4,10
5447,49.94542057075506,-4,10
5448,52.646135763438274,-4,10
5449,48.75189721788778,-4,10
5450,50.62635670643005,-4,10
5451,52.72060611397028,-4,10
5452,52.13849690592466,-4,10
5453,51.40298580731319,-4,10
5454,53.467983859818816,-4,10
5455,54.35999962048092,-4,10
5456,51.92515708742904,-4,10
5457,54.77492849419977,-4,10
5458,53.09945228137215,-4,10
5459,48.535797856918656,-4,10
5460,52.79216183857308,-4,10
5461,53.93833765094464,-4,10
5462,51.489803382641696,-4,10
5463,53.63730270454805,-4,10
5464,49.17870277724597,-4,10
5465,47.56342647289168,-4,10
5466,52.28700324702879,-4,10
5467,52.22714551674575,-4,10
5468,50.76948150594716,-4,10
5469,51.47495060942371,-4,10
5470,52.99374949259576,-4,10
5471,52.3502800556325,-4,10
5472,48.18569290149508,-4,10
5473,48.850841299741134,-4,10
5474,51.94652062150714,-4,10
5475,50.10734133698158,-4,10
5476,51.49376639187682,-4,10
5477,54.04000777058441,-4,10
5478,54.41844690621485,-4,10
5479,48.34999289871769,-4,10
5480,53.28745654155109,-4,10
5481,52.95928995317297,-4,10
5482,52.18378868617524,-4,10
5483,51.148269317206754,-4,10
5484,48.33878375710673,-4,10
5485,52.01617455376788,-4,10
5486,51.18566140228624,-4,10
5487,51.21161702651182,-4,10
5488,54.35505048331254,-4,10
5491,51.01954283112787,-4,10
5492,51.86611549844507,-4,10
5493,49.156151272580544,-4,10
5494,52.306399245679614,-4,10
5495,50.35154573969552,-4,10
